text,stage
"deepest loathing to the stomach brings,Or as the heresies that men do leaveAre hated most of those they did deceive,So thou, my surfeit and my heresy,Of all be hated, but the most of me!And, all my powers, address your love and mightTo honor Helen and to be her knight.",False
He exits.,True
", waking up",True
"Help me, Lysander, help me!",False
Do thy bestTo pluck this crawling serpent from my breast.,False
"Ay me, for pity!",False
"What a dream was here!Lysander, look how I do quake with fear.",False
"Methought a serpent ate my heart away,And you sat smiling at his cruel prey.",False
Lysander!,False
"What, removed?",False
"Lysander, lord!What, out of hearing?",False
Gone?,False
"No sound, no word?Alack",False
", where are you?",False
"Speak, an if you hear.",False
"Speak, of all loves!",False
I swoon almost with fear.—No?,False
Then I well perceive you are not nigh.,False
Either death or you I’ll find immediately.,False
She exits.,True
"With Titania still asleep onstage, enter the Clowns,Bottom, Quince, Snout, Starveling, Snug, and Flute.",True
"Are we all met?Pat, pat.",False
And here’s a marvels convenientplace for our rehearsal.,False
"This green plot shall beour stage, this hawthorn brake our tiring-house,and we will do it in action as we will do it beforethe Duke.",False
Peter Quince?What,False
"sayest thou, bully Bottom?There are things in this comedy of Pyramusand Thisbe that will never please.",False
"First, Pyramusmust draw a sword to kill himself, which the ladiescannot abide.",False
"How answer you that?By ’r lakin, a parlous fear.",False
"I believe we must leave the killing out,when all is done.",False
Not a whit!,False
I have a device to make all well.,False
"Write me a prologue, and let the prologue seem tosay we will do no harm with our swords and thatPyramus is not killed indeed.",False
"And, for the morebetter assurance, tell them that I, Pyramus, am notPyramus, but Bottom the weaver.",False
This will put themout of fear.,False
"Well, we will have such a prologue, and it shallbe written in eight and six.",False
"No, make it two more.",False
Let it be written ineight and eight.,False
Will not the ladies be afeard of the lion?I,False
fear it,False
", I promise you.",False
"Masters, you ought to consider with yourself,to bring in (God shield us!)",False
a lion among ladies is amost dreadful thing.,False
"For there is not a more fearfulwildfowl than your lion living, and we ought to lookto ’t.",False
Therefore another prologue must tell he is nota lion.,False
"Nay, you must name his name, and half hisface must be seen through the lion’s neck, and hehimself must speak through, saying thus, or to thesame defect: “Ladies,” or “Fair ladies",False
", I wouldwish you,” or “I would request you,” or",False
"“I wouldentreat you not to fear, not to tremble!",False
My life foryours.,False
"If you think I come hither as a lion, it werepity of my life.",False
"No, I am no such thing.",False
I am a man asother men are.”,False
And there indeed let him name hisname and tell them plainly he is Snug the joiner.,False
"Well, it shall be so.",False
"But there is two hardthings: that is, to bring the moonlight into a chamber,for you know Pyramus and Thisbe meet bymoonlight.",False
"Doth the moon shine that night we play ourplay?A calendar, a calendar!",False
Look in the almanac.,False
"Find out moonshine, find out moonshine.",False
Quince takes out a book.,True
"Yes, it doth shine that night.",False
"Why, then, may you leave a casement of thegreat chamber window, where we play, open, andthe moon may shine in at the casement.",False
"Ay, or else one must come in with a bush ofthorns and a lantern and say he comes to disfigureor to present the person of Moonshine.",False
"Then thereis another thing: we must have a wall in the greatchamber, for Pyramus and Thisbe, says the story,did talk through the chink of a wall.",False
You can never bring in a wall.,False
"What say you,Bottom?Some man or other must present Wall.",False
"Andlet him have some plaster, or some loam, or someroughcast about him to signify wall, or let himhold his fingers thus, and through that cranny shallPyramus and Thisbe whisper.",False
"If that may be, then all is well.",False
"Come, sit down,every mother’s son, and rehearse your parts.",False
"Pyramus,you begin.",False
"When you have spoken yourspeech, enter into that brake, and so everyoneaccording to his cue.",False
Enter Robin invisible to those onstage.,True
", aside",True
"What hempen homespuns have we swagg’ring hereSo near the cradle of the Fairy Queen?What, a play toward?",False
"I’ll be an auditor—An actor too perhaps, if I see cause.",False
"Speak, Pyramus.—Thisbe, stand forth.",False
", as Pyramus",True
"Thisbe, the flowers of odious savors sweet—Odors, odors!",False
", as Pyramus",True
…odors savors sweet.,False
"So hath thy breath, my dearest",False
"Thisbe dear.—But hark, a voice!",False
"Stay thou but here awhile,And by and by I will to thee appear.",False
He exits.,True
", aside",True
A stranger Pyramus than e’er played here.,False
He exits.,True
"Must I speak now?Ay, marry,",False
"must you, for you must understandhe goes but to see a noise that he heard and is tocome again.",False
", as Thisbe",True
"Most radiant Pyramus, most lily-white of hue,Of color like the red rose on triumphant brier,Most brisky juvenal and eke",False
"most lovely Jew,As true as truest horse, that yet would never tire.",False
"I’ll meet thee, Pyramus, at Ninny’s tomb.",False
"“Ninus’ tomb,” man!",False
"Why, you must notspeak that yet.",False
That you answer to Pyramus.,False
"Youspeak all your part at once, cues and all.—Pyramus,enter.",False
Your cue is past.,False
It is “never tire.”O!,False
As Thisbe.,True
"As true as truest horse, that yet would never tire.",False
"Enter Robin, and Bottom as Pyramus with the ass-head.",True
", as Pyramus",True
"If I were fair, fair Thisbe, I were only thine.",False
O monstrous!,False
O strange!,False
We are haunted.,False
"Pray,masters, fly, masters!",False
Help!,False
"Quince, Flute, Snout, Snug, and Starveling exit.",True
I’ll follow you.,False
"I’ll lead you about a round,Through bog, through bush, through brake, through brier.",False
Sometime a horse,False
"I’ll be, sometime a hound,A hog, a headless bear, sometime a fire,And neigh and bark and grunt and roar and burn,Like horse, hound, hog, bear, fire, at every turn.",False
He exits.,True
Why do they run away?,False
This is a knavery ofthem to make me afeard.,False
Enter Snout.,True
"O Bottom, thou art changed!",False
What do I see onthee?What,False
do you see?,False
"You see an ass-head of yourown, do you?",False
Snout exits.,True
Enter Quince.,True
"Bless thee, Bottom, bless thee!",False
Thou arttranslated!,False
He exits.,True
I see their knavery.,False
"This is to make an ass ofme, to fright me, if they could.",False
"But I will not stirfrom this place, do what they can.",False
"I will walk upand down here, and I will sing, that they shall hearI am not afraid.",False
He sings.,True
"The ouzel cock, so black of hue,With orange-tawny bill,The throstle with his note so true,The wren with little quill—",False
", waking up",True
What angel wakes me from my flow’ry bed?,False
 sings,True
"The finch, the sparrow, and the lark",False
",The plainsong cuckoo gray,Whose note full many a man doth markAnd",False
"dares not answer “nay”—for, indeed, who would set his wit to so foolish abird?",False
Who would give a bird the lie though he cry“cuckoo”,False
"never so?I pray thee, gentle mortal, sing again.",False
"Mine ear is much enamored of thy note,So is mine eye enthrallèd to thy shape,And thy fair virtue’s force perforce doth move",False
"meOn the first view to say, to swear, I love thee.",False
"Methinks, mistress, you should have littlereason for that.",False
"And yet, to say the truth, reasonand love keep little company together nowadays.",False
The more the pity that some honest neighbors willnot make them friends.,False
"Nay, I can gleek uponoccasion.",False
Thou art as wise as thou art beautiful.,False
Not so neither;,False
"but if I had wit enough to getout of this wood, I have enough to serve mine ownturn.",False
Out of this wood do not desire to go.,False
Thou shalt remain here whether thou wilt or no.,False
I am a spirit of no common rate.,False
"The summer still doth tend upon my state,And I do love thee.",False
Therefore go with me.,False
"I’ll give thee fairies to attend on thee,And they shall fetch thee jewels from the deepAnd sing while thou on pressèd flowers dost sleep.",False
And I will purge thy mortal grossness,False
"soThat thou shalt like an airy spirit go.—Peaseblossom, Cobweb, Mote, and Mustardseed!",False
"Enter four Fairies: Peaseblossom, Cobweb,Mote, and Mustardseed.",True
Ready.,False
And,False
I.And I.And,False
I.Where shall we go?Be kind and courteous to this gentleman.,False
"Hop in his walks and gambol in his eyes;Feed him with apricocks and dewberries,",False
"With purple grapes, green figs, and mulberries;The honey-bags steal from the humble-bees,And for night-tapers crop their waxen",False
thighsAnd light them at the fiery glowworms’,False
eyesTo have my love to bed and to arise;And pluck the wings from painted butterfliesTo fan the moonbeams from his sleeping eyes.,False
"Nod to him, elves, and do him courtesies.",False
"Hail, mortal!Hail!Hail!Hail!I cry your Worships mercy, heartily.—I beseechyour Worship’s name.",False
Cobweb.,False
"I shall desire you of more acquaintance, goodMaster Cobweb.",False
"If I cut my finger, I shall makebold with you.—Your name, honest gentleman?Peaseblossom.",False
"I pray you, commend me to Mistress Squash,your mother, and to Master Peascod, your father.",False
"Good Master Peaseblossom, I shall desire you ofmore acquaintance too.—Your name, I beseechyou, sir?Mustardseed.",False
"Good Master Mustardseed, I know your patiencewell.",False
"That same cowardly, giantlike ox-beefhath devoured many a gentleman of your house.",False
"Ipromise you, your kindred hath made my eyeswater ere now.",False
"I desire you of more acquaintance,good Master Mustardseed.",False
"Come, wait upon him.",False
Lead him to my bower.,False
"The moon, methinks, looks with a wat’ry eye,And when she weeps, weeps every little flower,Lamenting some enforcèd chastity.",False
Tie up my lover’s tongue.,False
Bring him silently.,False
They exit.,True
"Enter Oberon, King of Fairies.",True
I wonder if Titania be awaked;Then,False
"what it was that next came in her eye,Which she must dote on in extremity.",False
Enter Robin Goodfellow.,True
Here comes my messenger.,False
"How now, mad spirit?What night-rule now about this haunted grove?My mistress with a monster is in love.",False
"Near to her close and consecrated bower,While she was in her dull and sleeping hour,A crew of patches, rude mechanicals,That work for bread upon Athenian stalls,Were met together to rehearse a playIntended for great Theseus’ nuptial day.",False
"The shallowest thick-skin of that barren sort,Who Pyramus presented in their sport,Forsook his scene and entered in a brake.",False
"When I did him at this advantage take,An ass",False
’s noll,False
I fixèd on his head.,False
"Anon his Thisbe must be answerèd,And forth my mimic comes.",False
"When they him spy,As wild geese that the creeping fowler eye,Or russet-pated choughs, many in sort,Rising and cawing at the gun’s report,Sever themselves and madly sweep the sky,So at his sight away his fellows fly,And, at our stamp, here o’er and o’er one falls.",False
He “Murder” cries and help from Athens calls.,False
"Their sense thus weak, lost with their fears thus strong,Made senseless things begin to do them wrong;For briers and thorns at their apparel snatch,Some sleeves, some hats, from yielders all things catch.",False
I led them on in this distracted fearAnd,False
left sweet Pyramus translated there.,False
"When in that moment, so it came to pass,Titania waked and straightway loved an ass.",False
This falls out better than I could devise.,False
"But hast thou yet latched the Athenian’s eyesWith the love juice, as I did bid thee do?I took him sleeping—",False
"that is finished, too—And the Athenian woman by his side,That, when he waked, of force she must be eyed.",False
Enter Demetrius and Hermia.,True
Stand close.,False
This is the same Athenian.,False
"This is the woman, but not this the man.",False
They step aside.,True
"O, why rebuke you him that loves you",False
so?Lay breath,False
"so bitter on your bitter foe!Now I but chide, but I should use thee worse,For thou",False
", I fear, hast given me cause to curse.",False
"If thou hast slain Lysander in his sleep,Being o’er shoes in blood, plunge in the deepAnd kill me too.",False
The sun was not so true unto the dayAs he to me.,False
Would he have stolen awayFrom sleeping Hermia?,False
"I’ll believe as soonThis whole Earth may be bored, and that the moonMay through the center creep and so displeaseHer brother’s noontide with th’ Antipodes.",False
It cannot be but thou hast murdered him.,False
"So should a murderer look, so dead, so grim.",False
"So should the murdered look, and so should I,Pierced through the heart with your stern cruelty.",False
"Yet you, the murderer, look as bright, as clear,As yonder Venus in her glimmering sphere.",False
What’s this to my Lysander?,False
"Where is he?Ah, good Demetrius",False
", wilt thou",False
give him me?I had rather give his carcass to my hounds.,False
"Out, dog!",False
"Out, cur!",False
Thou driv’st,False
me past the boundsOf maiden’s patience.,False
"Hast thou slain him, then?Henceforth be never numbered among men.",False
"O, once tell true!",False
"Tell true, even for my sake!Durst thou have looked upon him, being awake?And",False
hast thou killed him sleeping?,False
"O brave touch!Could not a worm, an adder",False
", do so much?An adder did it, for with doubler tongueThan thine, thou serpent, never adder stung.",False
You spend your passion on a misprised mood.,False
"I am not guilty of Lysander’s blood,Nor is he dead, for aught that I can tell.",False
"I pray thee, tell me then that he is well.",False
"An if I could, what should I get therefor?A privilege never to see me more.",False
And from thy hated presence part I so.,False
"See me no more, whether he be dead or no.",False
She exits.,True
There is no following her in this fierce vein.,False
"Here, therefore, for a while I will remain.",False
"So sorrow’s heaviness doth heavier growFor debt that bankrout sleep doth sorrow owe,Which now in some slight measure it will pay,If for his tender here I make some stay.",False
He lies down and falls asleep.,True
", to Robin",True
What hast thou done?,False
Thou hast mistaken quiteAnd laid the love juice on some true-love’s sight.,False
"Of thy misprision must perforce ensueSome true-love turned, and not a false turned true.",False
"Then fate o’errules, that, one man holding troth,A million fail, confounding oath on oath.",False
"About the wood go swifter than the wind,And Helena of Athens look thou find.",False
All fancy-sick she is and pale of cheerWith sighs of love that costs the fresh blood dear.,False
By some illusion see thou bring her here.,False
I’ll charm his eyes against she do appear.,False
I go,False
", I go,",False
"look how I go,Swifter than arrow from the Tartar’s bow.",False
He exits.,True
", applying the nectar to Demetrius’ eyes",True
"Flower of this purple dye,Hit with Cupid’s archery,Sink in apple of his eye.",False
"When his love he doth espy,Let her shine as gloriouslyAs the Venus of the sky.—When thou wak’st, if she be by,Beg of her for remedy.",False
Enter Robin.,True
"Captain of our fairy band,Helena is here at hand,And the youth, mistook by me,Pleading for a lover’s fee.",False
"Shall we their fond pageant see?Lord,",False
what fools these mortals be!Stand aside.,False
The noise,False
they makeWill,False
cause Demetrius to awake.,False
Then will two at once woo one.,False
That must needs be sport alone.,False
And those things do best please meThat befall prepost’rously.,False
They step aside.,True
Enter Lysander and Helena.,True
Why should you think that I should woo in scorn?Scorn and derision never come in tears.,False
"Look when I vow, I weep; and vows so born,In their nativity all truth appears.",False
"How can these things in me seem scorn to you,Bearing the badge of faith to prove them true?You do advance your cunning more and more.",False
"When truth kills truth, O devilish holy fray!These vows are Hermia’s.",False
Will you give her o’er?Weigh oath with oath and you will nothing weigh.,False
"Your vows to her and me, put in two scales,Will even weigh, and both as light as tales.",False
I had no judgment when to her I swore.,False
"Nor none, in my mind, now you give her o’er.",False
"Demetrius loves her, and he loves not you.",False
", waking up",True
"O Helen, goddess, nymph, perfect, divine!To",False
"what, my love, shall I compare thine eyne?Crystal is muddy.",False
"O, how ripe in showThy lips, those kissing cherries, tempting grow!That pure congealèd white, high Taurus’ snow,Fanned with the eastern wind, turns to a crowWhen thou hold’st up thy hand.",False
"O, let me kissThis princess of pure white, this seal of bliss!O spite!",False
O hell!,False
I see you all are bentTo set against me for your merriment.,False
"If you were civil and knew courtesy,You would not do me thus much injury.",False
"Can you not hate me, as I know you do,But you must join in souls to mock me",False
too?If,False
"you were men,",False
"as men you are in show,You would not use a gentle lady so,To vow and swear and superpraise my parts,",False
"When, I am sure, you hate me with your hearts.",False
"You both are rivals and love Hermia,And now both rivals to mock Helena.",False
"A trim exploit, a manly enterprise,To conjure tears up in a poor maid’s eyesWith your derision!",False
None of noble sortWould,False
"so offend a virgin and extortA poor soul’s patience, all to make you sport.",False
"You are unkind, Demetrius.",False
"Be not so,For you love Hermia; this you know I know.",False
"And here with all goodwill, with all my heart,In Hermia’s love I yield you up my part.",False
"And yours of Helena to me bequeath,",False
Whom I do love and will do till my death.,False
Never did mockers waste more idle breath.,False
"Lysander, keep thy Hermia.",False
I will none.,False
If e’er,False
"I loved her, all that love is gone.",False
"My heart to her but as guest-wise sojourned,And now to Helen",False
is it home,False
"returned,There to remain.",False
"Helen, it is not so.",False
"Disparage not the faith thou dost not know,Lest to thy peril thou aby it dear.",False
Look where thy love comes.,False
Yonder is thy dear.,False
Enter Hermia.,True
", to Lysander",True
"Dark night, that from the eye his function takes,The ear more quick of",False
apprehension makes;Wherein,False
it doth impair,False
"the seeing sense,It pays the hearing double recompense.",False
"Thou art not by mine eye, Lysander,",False
"found;Mine ear, I thank it, brought me to thy sound.",False
But why unkindly didst thou leave me so?Why,False
should he stay whom love doth press to go?What love could press Lysander from my side?Lysander’s love,False
", that would not let him bide,Fair Helena, who more engilds the nightThan all yon fiery oes and eyes of light.",False
Why seek’st thou me?,False
Could not this make thee knowThe hate,False
I bear,False
thee made me leave,False
thee so?You speak not as you think.,False
It cannot be.,False
"Lo, she is one of this confederacy!Now",False
"I perceive they have conjoined all threeTo fashion this false sport in spite of me.—Injurious Hermia, most ungrateful maid,Have you conspired, have you with these contrived,To bait me with this foul derision?Is all the counsel that we two have shared,The sisters’ vows,",False
"the hours that we have spentWhen we have chid the hasty-footed timeFor parting us—O, is all forgot?All schooldays’ friendship, childhood innocence?We, Hermia, like two artificial gods,",False
"Have with our needles created both one flower,Both on one sampler, sitting on one cushion,Both warbling of one song, both in one key,As if our hands, our sides, voices, and mindsHad been incorporate.",False
"So we grew togetherLike to a double cherry, seeming parted,But yet an union in partition,Two lovely berries molded on one stem;So with two seeming bodies but one heart,Two of the first, like coats in heraldry,Due but to one, and crownèd with one crest.",False
"And will you rent our ancient love asunder,To join with men in scorning your poor friend?It is not friendly; ’tis not maidenly.",False
"Our sex, as well as I, may chide you for it,Though I alone do feel the injury.",False
I am amazèd at your words.,False
I scorn you not.,False
It seems that you scorn me.,False
"Have you not set Lysander, as in scorn,To follow me and praise my eyes and face,And made your other love, Demetrius,Who even but now did spurn me with his foot,To call me goddess, nymph, divine and rare,Precious, celestial?",False
Wherefore speaks he thisTo her,False
he hates?,False
"And wherefore doth LysanderDeny your love (so rich within his soul)And tender me, forsooth, affection,But by your setting on, by your consent?What",False
"though I be not so in grace as you,So hung upon with love, so fortunate,But miserable most, to love unloved?This",False
you should pity rather than despise.,False
I understand not what you mean by this.,False
"Ay, do.",False
"Persever, counterfeit sad looks,Make mouths upon me when I turn my back,Wink each at other, hold the sweet jest up.",False
"This sport, well carried, shall be chronicled.",False
"If you have any pity, grace, or manners,You would not make me such an argument.",False
But fare you well. ’,False
"Tis partly my own fault,",False
Which death or absence soon shall remedy.,False
"Stay, gentle Helena.",False
"Hear my excuse,My love, my life, my soul, fair Helena.",False
O excellent!,False
", to Lysander",True
"Sweet, do not scorn her so.",False
", to Lysander",True
"If she cannot entreat, I can compel.",False
Thou canst compel no more than she entreat.,False
"Thy threats have no more strength than her weak prayers.—Helen, I love thee.",False
"By my life, I do.",False
"I swear by that which I will lose for thee,To prove him false that says I love thee not.",False
I say I love thee more than he can do.,False
"If thou say so, withdraw and prove it too.",False
"Quick, come.",False
"Lysander, whereto tends all this?",False
She takes hold of Lysander.,True
"Away, you Ethiop!",False
", to Hermia",True
"No, no.",False
He’llSeem to break loose.,False
 To Lysander.,True
" Take on as you would follow,But yet come not.",False
"You are a tame man, go!",False
", to Hermia",True
"Hang off, thou cat, thou burr!",False
"Vile thing, let loose,Or I will shake thee from me like a serpent.",False
Why are you grown so rude?,False
"What change is this,Sweet love?Thy love?",False
"Out, tawny Tartar, out!Out, loathèd med’cine!",False
"O, hated potion, hence!Do",False
"you not jest?Yes, sooth, and so do you.",False
"Demetrius, I will keep my word with thee.",False
I would I had your bond.,False
For I perceiveA weak bond holds you.,False
I’ll not trust your word.,False
What?,False
"Should I hurt her, strike her, kill her dead?Although",False
I hate her,False
", I’ll not harm her so.",False
"What, can you do me greater harm than hate?Hate me?",False
Wherefore?,False
"O me, what news, my love?Am",False
not I Hermia?,False
Are not you Lysander?I am as fair now as I was erewhile.,False
Since night you loved me; yet since night you left me.,False
"Why, then, you left me—O, the gods forbid!—In earnest, shall I say?Ay, by my life,And never did desire to see thee more.",False
"Therefore be out of hope, of question, of doubt.",False
"Be certain, nothing truer, ’",False
tis,False
no jestThat,False
I do hate thee and love Helena.,False
Hermia turns him loose.,True
O me!,False
 To Helena.,True
" You juggler, you cankerblossom,You thief of love!",False
"What, have you come by",False
"nightAnd stol’n my love’s heart from him?Fine, i’ faith.",False
"Have you no modesty, no maiden shame,No touch of bashfulness?",False
"What, will you tearImpatient answers from my gentle tongue?Fie, fie, you counterfeit, you puppet, you!“Puppet”?",False
Why so?,False
"Ay, that way goes the game.",False
"Now I perceive that she hath made compareBetween our statures; she hath urged her height,And with her personage, her tall personage,Her height, forsooth, she hath prevailed with him.",False
And are you grown so high in his esteemBecause,False
I am so dwarfish and,False
so low?How low am I,False
", thou painted maypole?",False
Speak!How low am I?,False
I am not yet so lowBut that my nails can reach unto thine eyes.,False
"I pray you, though you mock me, gentlemen,Let her not hurt me.",False
I was never curst;I have no gift at all in shrewishness.,False
I am a right maid for my cowardice.,False
Let her not strike me.,False
"You perhaps may think,Because she is something lower than myself,That I can match her.",False
“Lower”?,False
"Hark, again!Good Hermia, do not be so bitter with me.",False
"I evermore did love you, Hermia",False
",Did ever keep your counsels, never wronged you—",False
"Save that, in love unto Demetrius,I told him of your stealth unto this wood.",False
"He followed you; for love, I followed him.",False
"But he hath chid me hence and threatened meTo strike me, spurn me, nay, to kill me too.",False
"And now, so you will let me quiet go,To Athens will I bear my folly backAnd follow you no further.",False
Let me go.,False
You see how simple and how fond I am.,False
"Why, get you gone.",False
Who is ’t that hinders you?A foolish heart that I leave here behind.,False
"What, with Lysander?With Demetrius.",False
Be not afraid.,False
"She shall not harm thee, Helena.",False
"No, sir, she shall not, though you take her part.",False
"O, when she is angry, she is keen and shrewd.",False
"She was a vixen when she went to school,And though she be but little, she is fierce.",False
“Little” again?,False
Nothing but “low” and “little”?Why,False
will you suffer her to flout me,False
thus?Let,False
me come to her.,False
"Get you gone, you dwarf",False
",You minimus of hind’ring knotgrass made,You bead, you acorn—You are too officiousIn",False
her behalf that scorns your services.,False
Let her alone.,False
Speak not of Helena.,False
Take not her part.,False
"For if thou dost intendNever so little show of love to her,Thou shalt aby it.",False
Now she holds me not.,False
"Now follow, if thou dar’st, to try whose right,Of thine or mine, is most in Helena.",False
“Follow”?,False
"Nay, I’ll go with thee, cheek by jowl.",False
Demetrius and Lysander exit.,True
"You, mistress, all this coil is long of you.",False
Helena retreats.,True
"Nay, go not back.",False
"I will not trust you, I,Nor longer stay in your curst company.",False
Your hands than mine are quicker for a fray.,False
"My legs are longer though, to run away.",False
She exits.,True
I am amazed and know not what to say.,False
She exits.,True
", to Robin",True
This is thy negligence.,False
"Still thou mistak’st,Or else",False
committ’st thy knaveries willfully.,False
"Believe me, king of shadows, I mistook.",False
Did not you tell me I should know the manBy,False
the Athenian garments he had on?And so far blameless proves my enterpriseThat,False
I have ’nointed an Athenian’s,False
eyes;And so far am I glad it,False
"so did sort,As this their jangling I esteem a sport.",False
Thou seest these lovers seek a place to fight.,False
"Hie, therefore, Robin, overcast the night;The starry welkin cover thou anonWith drooping fog as black as Acheron,And lead these testy rivals so astrayAs one come not within another’s way.",False
Like to Lysander sometime frame,False
thy tongue;Then stir Demetrius up with bitter wrong.,False
And sometime rail thou like Demetrius.,False
"And from each other look thou lead them thus,Till o’er",False
their brows death-counterfeiting sleepWith leaden legs and batty wings doth creep.,False
"Then crush this herb into Lysander’s eye,",False
He gives a flower to Robin.,True
"Whose liquor hath this virtuous property,To take from thence all error with",False
his mightAnd make his eyeballs roll with wonted sight.,False
"When they next wake, all this derisionShall seem a dream and fruitless vision.",False
"And back to Athens shall the lovers wend,With league whose date till death shall never end.",False
"Whiles I in this affair do thee employ,",False
I’ll to my queen and beg her Indian boy;And,False
"then I will her charmèd eye releaseFrom monster’s view, and all things shall be peace.",False
"My fairy lord, this must be done with haste,For night’s swift dragons cut the clouds full fast,And yonder shines Aurora’s harbinger,At whose approach, ghosts wand’ring here and thereTroop home to churchyards.",False
"Damnèd spirits all,",False
"That in crossways and floods have burial,Already to their wormy beds are gone.",False
"For fear lest day should look their shames upon,They willfully themselves exile from lightAnd",False
must for aye consort with black-browed night.,False
But we are spirits of another sort.,False
"I with the Morning’s love have oft made sportAnd, like a forester, the groves may treadEven till the eastern gate, all fiery red,",False
"Opening on Neptune with fair blessèd beams,Turns into yellow gold his salt-green streams.",False
"But notwithstanding, haste!",False
Make no delay.,False
We may effect this business yet ere day.,False
He exits.,True
"Up and down, up and down,I will lead them up and down.",False
I am feared in field and town.,False
"Goblin, lead them up and down.",False
Here comes one.,False
Enter Lysander.,True
"Where art thou, proud Demetrius?",False
Speak thou now.,False
", in Demetrius’ voice",True
"Here, villain, drawn and ready.",False
Where art thou?I will be with thee straight.,False
", in Demetrius’ voice",True
"Follow me, then, toplainer ground.",False
Lysander exits.,True
Enter Demetrius.,True
"Lysander, speak again.",False
"Thou runaway, thou coward, art thou fled?Speak!",False
In some bush?,False
Where dost thou hide thy head?,False
", in Lysander’s voice",True
"Thou coward, art thou bragging to the stars,Telling the bushes that thou look’st for wars,And wilt not come?",False
"Come, recreant!",False
"Come, thou child!I’ll whip thee with a rod.",False
He is defiledThat draws a sword on thee.,False
"Yea, art thou there?",False
", in Lysander’s voice",True
Follow my voice.,False
We’ll try no manhood here.,False
They exit.,True
Enter Lysander.,True
He goes before me and still dares me on.,False
"When I come where he calls, then he is gone.",False
"The villain is much lighter-heeled than I.I followed fast, but faster he did fly,That fallen am I in dark uneven way,And here will rest me.",False
"Come, thou gentle day,",False
"For if but once thou show me thy gray light,I’ll find Demetrius and revenge this spite.",False
He lies down and sleeps.,True
Enter Robin and Demetrius.,True
", in Lysander’s voice",True
"Ho, ho, ho!",False
"Coward, why com’st thou not?Abide",False
"me, if thou dar’st, for well",False
I,False
wotThou runn’st,False
"before me, shifting every place,And dar’st not stand nor look me in the face.",False
Where art thou now?,False
", in Lysander’s voice",True
Come hither.,False
I am here.,False
"Nay, then, thou mock’st me.",False
Thou shalt buy this dearIf ever,False
I,False
thy face by daylight see.,False
Now go thy way.,False
Faintness constraineth meTo measure out my length on this cold bed.,False
By day’s approach look to be visited.,False
He lies down and sleeps.,True
Enter Helena.,True
"O weary night, O long and tedious night,Abate thy hours!",False
"Shine, comforts, from the east,That I may back to Athens by daylightFrom these that my poor company detest.",False
"And sleep, that sometimes shuts up sorrow’s eye,Steal me awhile from mine own company.",False
She lies down and sleeps.,True
Yet but three?,False
Come one more.,False
Two of both kinds makes up four.,False
"Here she comes, curst and sad.",False
Cupid is a knavish ladThus to make poor females mad.,False
Enter Hermia.,True
"Never so weary, never so in woe,Bedabbled with the dew and torn with briers,I can no further crawl, no further go.",False
My legs can keep no pace with my desires.,False
Here will I rest me till the break of day.,False
Heavens shield Lysander if they mean a fray!,False
She lies down and sleeps.,True
On the groundSleep sound.,False
"I’ll applyTo your eye,Gentle lover, remedy.",False
Robin applies the nectar  to Lysander’s eyes.,True
"When thou wak’st,Thou tak’stTrue delightIn the sightOf thy former lady’s eye.",False
"And the country proverb known,That every man should take his own,In your waking shall be shown.",False
Jack shall have Jill;Naught shall go,False
"ill;The man shall have his mare again, and all shall be well.",False
He exits.,True
"With the four lovers still asleep onstage, enter Titania, Queen of Fairies, and Bottom and Fairies,and Oberon, the King, behind them unseen by those onstage.",True
"Come, sit thee down upon this flow’ry bed,While I thy amiable cheeks do coy,And stick muskroses in thy sleek smooth head,And kiss thy fair large ears, my gentle joy.",False
Where’s Peaseblossom?Ready.,False
"Scratch my head, Peaseblossom.",False
Where’sMonsieur Cobweb?Ready.,False
"Monsieur Cobweb, good monsieur, get youyour weapons in your hand and kill me a red-hippedhumble-bee on the top of a thistle, and, goodmonsieur, bring me the honey-bag.",False
"Do not fretyourself too much in the action, monsieur, and,good monsieur, have a care",False
"the honey-bag breaknot; I would be loath to have you overflown with ahoney-bag, signior.",False
 Cobweb exits.,True
 Where’s MonsieurMustardseed?Ready.,False
"Give me your neaf, Monsieur Mustardseed.",False
"Pray you, leave your courtesy, good monsieur.",False
What’s,False
"your will?Nothing, good monsieur, but to help CavaleryCobweb to scratch.",False
"I must to the barber’s,monsieur, for methinks I am marvels hairy aboutthe face.",False
"And I am such a tender ass, if my hair dobut tickle me, I must scratch.",False
"What, wilt thou hear some music, my sweet love?I have a reasonable good ear in music.",False
Let’shave,False
the tongs and the bones.,False
"Or say, sweet love, what thou desirest to eat.",False
"Truly, a peck of provender.",False
I could munchyour good dry oats.,False
Methinks,False
I have a great desireto a bottle of hay.,False
"Good hay, sweet hay, hath nofellow.",False
I have a venturous fairy that shall,False
seekThe squirrel’s hoard and fetch,False
thee new nuts.,False
I had rather have a handful or two of driedpeas.,False
"But, I pray you, let none of your people stirme; I have an exposition of sleep come upon me.",False
"Sleep thou, and",False
"I will wind thee in my arms.—Fairies, begone, and be all ways away.",False
Fairies exit.,True
So doth the woodbine the sweet honeysuckleGently entwist; the female ivy soEnrings the barky fingers of the elm.,False
"O, how I love thee!",False
How I dote on thee!,False
Bottom and Titania sleep.,True
Enter Robin Goodfellow.,True
"Welcome, good Robin.",False
Seest thou,False
this sweet sight?Her dotage now I do begin to pity.,False
